I-1A01,WBGene00000227
I-3N12,WBGene00011918
I-3N13,WBGene00000638
I-3N14,WBGene00011919
I-3N15,WBGene00007599
I-3N16,WBGene00004318
I-3N18,WBGene00011920
I-3N19,WBGene00006752
I-3N20,WBGene00010366
I-3N22,WBGene00010367
I-3N24,WBGene00008311
I-3O01,WBGene00019006
I-3O02,WBGene00004773
I-3O03,WBGene00000896
I-3O04,WBGene00008852
I-3O05,WBGene00000236
I-3O06,WBGene00007024
I-3O07,WBGene00003184
I-3O08,WBGene00012164
I-3O08,WBGene00044988
I-3O09,WBGene00018581
I-3O10,WBGene00012165
I-3O11,WBGene00018582
I-3O12,WBGene00012166
I-3O13,WBGene00006624
I-3O14,WBGene00012167
I-3O15,WBGene00017063
I-3O16,WBGene00012168
I-3O17,WBGene00017064
I-3O18,WBGene00002198
I-3O19,WBGene00000050
I-3O20,WBGene00009050
I-3O21,WBGene00017065
I-3O22,WBGene00003815
I-3O23,WBGene00017066
I-3O24,WBGene00009051
I-3P01,WBGene00012136
I-3P02,WBGene00008312
I-3P03,WBGene00012137
I-3P04,WBGene00008313
I-3P05,WBGene00012138
I-3P06,WBGene00008314
I-3P07,WBGene00012139
I-3P08,WBGene00008315
I-3P09,WBGene00012140
I-3P09,WBGene00012141
I-3P10,WBGene00008316
I-3P11,WBGene00012141
I-3P12,WBGene00008316
I-3P12,WBGene00008317
I-3P13,WBGene00007042
I-3P14,WBGene00000869
I-3P15,WBGene00001648
I-3P16,WBGene00008318
I-3P17,WBGene00003552
I-3P18,WBGene00010560
I-3P19,WBGene00007739
I-3P20,WBGene00045192
I-3P21,WBGene00000938
I-3P22,WBGene00010562
I-3P23,WBGene00007740
I-3P24,WBGene00010563
I-4A01,WBGene00010564
I-4A01,WBGene00010569
I-4A02,WBGene00004305
I-4A03,WBGene00010565
I-4A04,WBGene00011032
I-4A05,WBGene00010566
I-4A06,WBGene00011037
I-4A07,WBGene00000156
I-4A08,WBGene00011034
I-4A09,WBGene00010567
I-4A10,WBGene00011035
I-4A11,WBGene00010568
I-4A12,WBGene00011036
I-4A13,WBGene00000485
I-4A14,WBGene00009664
I-4A15,WBGene00004378
I-4A16,WBGene00009665
I-4A17,WBGene00008934
I-4A18,WBGene00009666
I-4A19,WBGene00005009
I-4A20,WBGene00009667
I-4A21,WBGene00002999
I-4A22,WBGene00009668
I-4A23,WBGene00003136
I-4A24,WBGene00001414
I-4B01,WBGene00009477
I-4B02,WBGene00007984
I-4B04,WBGene00007985
I-4B05,WBGene00006525
I-4B06,WBGene00004372
I-4B07,WBGene00007854
I-4B08,WBGene00004372
I-4B09,WBGene00000058
I-4B10,WBGene00007986
I-4B11,WBGene00007855
I-4B11,WBGene00007858
I-4B12,WBGene00009646
I-4B13,WBGene00007856
I-4B14,WBGene00002276
I-4B16,WBGene00010608
I-4B16,WBGene00044987
I-4B17,WBGene00001843
I-4B19,WBGene00012296
I-4B20,WBGene00010610
I-4B21,WBGene00012297
I-4B22,WBGene00010611
I-4B23,WBGene00012298
I-4C01,WBGene00012113
I-4C03,WBGene00002101
I-4C05,WBGene00012114
I-4C06,WBGene00000777
I-4C07,WBGene00012115
I-4C08,WBGene00009671
I-4C09,WBGene00012116
I-4C10,WBGene00000468
I-4C11,WBGene00008570
I-4C12,WBGene00009672
I-4C14,WBGene00012150
I-4C15,WBGene00011375
I-4C16,WBGene00045237
I-4C17,WBGene00011376
I-4C19,WBGene00000967
I-4C20,WBGene00009563
I-4C22,WBGene00006377
I-4C23,WBGene00011378
I-4C24,WBGene00010620
I-4D01,WBGene00006503
I-4D02,WBGene00010613
I-4D03,WBGene00004298
I-4D04,WBGene00010614
I-4D05,WBGene00003182
I-4D06,WBGene00002070
I-4D08,WBGene00010615
I-4D09,WBGene00001574
I-4D11,WBGene00014115
I-4D12,WBGene00004312
I-4D13,WBGene00014116
I-4D13,WBGene00014121
I-4D14,WBGene00003036
I-4D16,WBGene00010617
I-4D17,WBGene00003209
I-4D18,WBGene00011488
I-4D19,WBGene00014118
I-4D20,WBGene00011489
I-4D21,WBGene00014119
I-4D22,WBGene00004488
I-4D23,WBGene00014120
I-4D24,WBGene00011490
I-4E01,WBGene00011379
I-4E02,WBGene00010621
I-4E03,WBGene00008570
I-4E04,WBGene00000209
I-4E04,WBGene00010623
I-4E05,WBGene00013955
I-4E06,WBGene00010622
I-4E08,WBGene00010623
I-4E09,WBGene00013956
I-4E10,WBGene00001990
I-4E11,WBGene00000433
I-4E12,WBGene00009565
I-4E13,WBGene00044094
I-4E14,WBGene00006577
I-4E15,WBGene00013958
I-4E16,WBGene00000409
I-4E17,WBGene00013959
I-4E18,WBGene00000527
I-4E19,WBGene00013960
I-4E20,WBGene00003953
I-4E21,WBGene00013960
I-4E22,WBGene00000527
I-4E23,WBGene00011344
I-4E24,WBGene00000527
I-4F01,WBGene00010421
I-4F02,WBGene00011491
I-4F03,WBGene00006407
I-4F04,WBGene00002027
I-4F05,WBGene00009125
I-4F06,WBGene00011492
I-4F07,WBGene00009126
I-4F08,WBGene00011493
I-4F09,WBGene00001167
I-4F10,WBGene00011494
I-4F11,WBGene00009127
I-4F12,WBGene00000968
I-4F13,WBGene00009128
I-4F13,WBGene00077773
I-4F14,WBGene00011495
I-4F15,WBGene00009129
I-4F17,WBGene00008107
I-4F18,WBGene00004437
I-4F18,WBGene00007275
I-4F19,WBGene00006407
I-4F20,WBGene00000466
I-4F21,WBGene00001590
I-4F22,WBGene00003800
I-4F23,WBGene00008109
I-4F24,WBGene00007277
I-4G01,WBGene00011345
I-4G02,WBGene00007971
I-4G02,WBGene00044614
I-4G03,WBGene00003788
I-4G04,WBGene00003925
I-4G05,WBGene00003183
I-4G06,WBGene00007972
I-4G07,WBGene00002196
I-4G08,WBGene00007973
I-4G09,WBGene00009920
I-4G10,WBGene00007974
I-4G11,WBGene00009921
I-4G12,WBGene00007975
I-4G13,WBGene00009922
I-4G15,WBGene00000467
I-4G16,WBGene00007977
I-4G17,WBGene00000467
I-4G18,WBGene00007978
I-4G19,WBGene00004439
I-4G20,WBGene00007979
I-4G21,WBGene00007914
I-4G22,WBGene00006574
I-4G23,WBGene00007912
I-4G24,WBGene00003052
I-4H01,WBGene00000147
I-4H02,WBGene00007278
I-4H03,WBGene00009498
I-4H04,WBGene00004437
I-4H04,WBGene00007275
I-4H05,WBGene00009499
I-4H07,WBGene00009500
I-4H09,WBGene00008779
I-4H10,WBGene00002069
I-4H11,WBGene00008780
I-4H12,WBGene00004426
I-4H13,WBGene00008781
I-4H15,WBGene00009173
I-4H18,WBGene00007301
I-4H20,WBGene00007302
I-4H21,WBGene00009176
I-4H22,WBGene00007303
I-4H24,WBGene00001405
I-4I01,WBGene00007913
I-4I02,WBGene00001960
I-4I03,WBGene00006531
I-4I04,WBGene00006618
I-4I05,WBGene00004684
I-4I06,WBGene00004115
I-4I07,WBGene00008887
I-4I10,WBGene00006324
I-4I11,WBGene00008889
I-4I12,WBGene00009451
I-4I13,WBGene00008890
I-4I14,WBGene00009452
I-4I16,WBGene00009453
I-4I17,WBGene00003596
I-4I18,WBGene00006682
I-4I19,WBGene00011829
I-4I20,WBGene00004484
I-4I21,WBGene00008528
I-4I22,WBGene00009454
I-4I24,WBGene00009455
I-4J01,WBGene00004268
I-4J02,WBGene00000430
I-4J02,WBGene00007620
I-4J03,WBGene00006732
I-4J04,WBGene00001145
I-4J05,WBGene00009178
I-4J06,WBGene00007620
I-4J07,WBGene00002026
I-4J08,WBGene00007621
I-4J09,WBGene00007533
I-4J10,WBGene00001582
I-4J11,WBGene00003026
I-4J12,WBGene00010487
I-4J13,WBGene00010856
I-4J14,WBGene00010488
I-4J15,WBGene00010857
I-4J16,WBGene00006352
I-4J17,WBGene00010858
I-4J18,WBGene00009157
I-4J19,WBGene00010859
I-4J20,WBGene00009158
I-4J21,WBGene00001121
I-4J22,WBGene00009159
I-4J23,WBGene00008878
I-4J24,WBGene00009160
I-4K01,WBGene00008529
I-4K02,WBGene00009456
I-4K03,WBGene00004117
I-4K04,WBGene00009456
I-4K04,WBGene00009457
I-4K05,WBGene00008530
I-4K06,WBGene00009458
I-4K08,WBGene00023490
I-4K09,WBGene00008531
I-4K10,WBGene00009460
I-4K11,WBGene00008532
I-4K12,WBGene00009250
I-4K13,WBGene00004931
I-4K14,WBGene00009251
I-4K14,WBGene00009252
I-4K15,WBGene00008648
I-4K16,WBGene00009252
I-4K17,WBGene00008649
I-4K18,WBGene00002035
I-4K19,WBGene00008650
I-4K21,WBGene00008651
I-4K22,WBGene00004901
I-4K23,WBGene00008652
I-4K24,WBGene00010136
I-4L01,WBGene00008876
I-4L02,WBGene00009161
I-4L03,WBGene00008877
I-4L04,WBGene00009162
I-4L05,WBGene00007641
I-4L06,WBGene00006528
I-4L07,WBGene00219313
I-4L08,WBGene00000371
I-4L09,WBGene00007643
I-4L10,WBGene00009163
I-4L11,WBGene00007644
I-4L11,WBGene00044236
I-4L12,WBGene00009164
I-4L13,WBGene00003904
I-4L14,WBGene00009165
I-4L15,WBGene00007645
I-4L16,WBGene00009163
I-4L19,WBGene00007645
I-4L20,WBGene00003569
I-4L21,WBGene00007646
I-4L22,WBGene00009408
I-4L23,WBGene00007647
I-4L24,WBGene00013449
I-4M01,WBGene00006844
I-4M02,WBGene00010134
I-4M03,WBGene00045508
I-4M04,WBGene00010135
I-4M05,WBGene00008382
I-4M05,WBGene00086554
I-4M06,WBGene00011629
I-4M07,WBGene00008383
I-4M08,WBGene00044684
I-4M09,WBGene00008384
I-4M10,WBGene00011630
I-4M11,WBGene00008385
I-4M12,WBGene00011631
I-4M13,WBGene00008386
I-4M14,WBGene00006765
I-4M15,WBGene00000431
I-4M17,WBGene00010495
I-4M18,WBGene00009958
I-4M19,WBGene00010496
I-4M20,WBGene00009959
I-4M22,WBGene00009960
I-4M23,WBGene00010498
I-4M24,WBGene00009961
I-4N01,WBGene00003172
I-4N02,WBGene00003652
I-4N03,WBGene00009754
I-4N04,WBGene00003652
I-4N05,WBGene00009755
I-4N06,WBGene00010730
I-4N07,WBGene00006681
I-4N08,WBGene00006978
I-4N09,WBGene00004808
I-4N10,WBGene00010731
I-4N11,WBGene00004807
I-4N13,WBGene00003172
I-4N14,WBGene00003639
I-4N15,WBGene00009260
I-4N16,WBGene00002142
I-4N17,WBGene00009261
I-4N17,WBGene00044680
I-4N18,WBGene00003659
I-4N19,WBGene00009262
I-4N20,WBGene00003524
I-4N21,WBGene00009263
I-4N22,WBGene00003842
I-4N23,WBGene00006061
I-4N24,WBGene00000640
I-4O01,WBGene00010499
I-4O02,WBGene00009962
I-4O03,WBGene00010500
I-4O04,WBGene00001568
I-4O07,WBGene00001677
I-4O08,WBGene00004953
I-4O10,WBGene00009341
I-4O11,WBGene00010854
I-4O12,WBGene00009342
I-4O13,WBGene00011352
I-4O14,WBGene00009343
I-4O15,WBGene00011353
I-4O16,WBGene00009344
I-4O18,WBGene00009345
I-4O21,WBGene00001651
I-4O22,WBGene00009475
I-4O23,WBGene00000904
I-4O24,WBGene00009476
I-4P01,WBGene00009264
I-4P02,WBGene00003396
I-4P04,WBGene00009937
I-4P05,WBGene00006062
I-4P06,WBGene00009938
I-4P07,WBGene00009266
I-4P08,WBGene00009939
I-4P09,WBGene00009267
I-4P11,WBGene00004887
I-4P12,WBGene00013694
I-4P13,WBGene00002226
I-4P14,WBGene00013695
I-4P15,WBGene00008061
I-4P16,WBGene00013695
I-4P18,WBGene00013696
I-4P19,WBGene00000096
I-4P19,WBGene00077525
I-4P20,WBGene00013697
I-4P21,WBGene00000096
I-4P21,WBGene00008063
I-4P22,WBGene00013694
I-4P23,WBGene00008064
I-4P23,WBGene00219284
I-4P24,WBGene00013697
I-5A01,WBGene00013695
I-5A02,WBGene00013717
I-5A03,WBGene00013696
I-5A04,WBGene00013718
I-5A05,WBGene00005023
I-5A06,WBGene00013719
I-5A07,WBGene00011985
I-5A08,WBGene00004753
I-5A09,WBGene00011986
I-5A10,WBGene00013720
I-5A11,WBGene00007043
I-5A12,WBGene00013721
I-5A13,WBGene00003397
I-5A16,WBGene00001112
I-5A17,WBGene00011944
I-5A18,WBGene00013723
I-5A19,WBGene00006379
I-5A20,WBGene00013724
I-5A21,WBGene00001941
I-5A22,WBGene00013725
I-5A23,WBGene00001942
I-5A24,WBGene00013726
I-5B01,WBGene00016458
I-5B03,WBGene00016459
I-5B04,WBGene00014182
I-5B05,WBGene00016460
I-5B06,WBGene00014183
I-5B07,WBGene00016461
I-5B08,WBGene00014184
I-5B09,WBGene00016462
I-5B11,WBGene00020856
I-5B12,WBGene00014186
I-5B13,WBGene00020857
I-5B14,WBGene00050875
I-5B15,WBGene00020858
I-5B16,WBGene00014182
I-5B18,WBGene00003703
I-5B19,WBGene00003068
I-5B20,WBGene00010650
I-5B21,WBGene00003068
I-5B22,WBGene00010651
I-5B23,WBGene00018625
I-5C01,WBGene00011945
I-5C02,WBGene00009507
I-5C03,WBGene00000476
I-5C05,WBGene00006379
I-5C06,WBGene00009509
I-5C07,WBGene00007274
I-5C08,WBGene00009510
I-5C09,WBGene00001483
I-5C10,WBGene00006445
I-5C11,WBGene00008661
I-5C12,WBGene00006445
I-5C13,WBGene00008662
I-5C15,WBGene00003803
I-5C16,WBGene00010323
I-5C17,WBGene00008663
I-5C18,WBGene00010324
I-5C18,WBGene00044792
I-5C19,WBGene00003564
I-5C20,WBGene00010325
I-5C21,WBGene00008664
I-5C22,WBGene00010326
I-5C23,WBGene00008665
I-5C24,WBGene00003742
I-5C24,WBGene00206464
I-5D01,WBGene00018626
I-5D02,WBGene00010652
I-5D03,WBGene00018627
I-5D04,WBGene00010653
I-5D04,WBGene00086563
I-5D05,WBGene00018628
I-5D06,WBGene00010654
I-5D08,WBGene00009312
I-5D09,WBGene00018630
I-5D12,WBGene00001131
I-5D13,WBGene00000780
I-5D14,WBGene00009314
I-5D15,WBGene00018632
I-5D17,WBGene00013605
I-5D17,WBGene00045434
I-5D18,WBGene00009316
I-5D20,WBGene00009314
I-5D20,WBGene00009315
I-5D23,WBGene00013121
I-5D24,WBGene00001131
I-5E01,WBGene00008666
I-5E02,WBGene00000492
I-5E03,WBGene00008667
I-5E04,WBGene00010327
I-5E05,WBGene00007155
I-5E06,WBGene00000492
I-5E07,WBGene00007156
I-5E08,WBGene00006445
I-5E09,WBGene00003508
I-5E11,WBGene00007054
I-5E12,WBGene00009116
I-5E14,WBGene00009117
I-5E15,WBGene00007158
I-5E16,WBGene00009118
I-5E17,WBGene00007159
I-5E18,WBGene00009119
I-5E20,WBGene00009120
I-5E22,WBGene00009121
I-5E23,WBGene00013700
I-5E24,WBGene00006720
I-5F01,WBGene00013122
I-5F02,WBGene00008853
I-5F04,WBGene00008854
I-5F05,WBGene00013124
I-5F06,WBGene00008855
I-5F07,WBGene00013125
I-5F08,WBGene00008856
I-5F09,WBGene00013126
I-5F11,WBGene00013127
I-5F13,WBGene00013128
I-5F14,WBGene00001131
I-5F15,WBGene00013129
I-5F16,WBGene00008854
I-5F19,WBGene00001980
I-5F20,WBGene00006807
I-5F21,WBGene00013130
I-5F22,WBGene00007638
I-5F23,WBGene00001980
I-5F24,WBGene00006807
I-5G01,WBGene00013701
I-5G02,WBGene00003926
I-5G04,WBGene00004408
I-5G05,WBGene00013702
I-5G06,WBGene00009122
I-5G07,WBGene00013703
I-5G08,WBGene00009123
I-5G09,WBGene00008885
I-5G10,WBGene00009124
I-5G11,WBGene00008886
I-5G12,WBGene00011906
I-5G13,WBGene00007705
I-5G14,WBGene00003083
I-5G15,WBGene00001442
I-5G16,WBGene00044070
I-5G17,WBGene00006447
I-5G17,WBGene00044243
I-5G18,WBGene00011908
I-5G19,WBGene00007706
I-5G20,WBGene00011909
I-5G21,WBGene00007707
I-5G22,WBGene00011908
I-5G23,WBGene00007708
I-5G23,WBGene00077526
I-5G24,WBGene00002248
I-5H01,WBGene00001980
I-5H02,WBGene00007639
I-5H03,WBGene00013927
I-5H04,WBGene00004963
I-5H05,WBGene00013928
I-5H06,WBGene00007640
I-5H08,WBGene00007638
I-5H09,WBGene00013930
I-5H11,WBGene00013931
I-5H11,WBGene00013932
I-5H12,WBGene00004275
I-5H13,WBGene00013931
I-5H13,WBGene00013932
I-5H14,WBGene00012264
I-5H15,WBGene00013933
I-5H16,WBGene00012265
I-5H17,WBGene00013131
I-5H18,WBGene00012266
I-5H19,WBGene00004706
I-5H20,WBGene00002205
I-5H21,WBGene00005517
I-5H22,WBGene00012267
I-5H24,WBGene00012268
I-5I01,WBGene00002153
I-5I02,WBGene00016621
I-5I04,WBGene00016622
I-5I05,WBGene00007710
I-5I06,WBGene00002248
I-5I07,WBGene00000931
I-5I08,WBGene00001432
I-5I09,WBGene00000095
I-5I10,WBGene00015228
I-5I11,WBGene00007711
I-5I12,WBGene00015229
I-5I13,WBGene00013705
I-5I14,WBGene00015230
I-5I15,WBGene00007713
I-5I16,WBGene00015231
I-5I17,WBGene00013705
I-5I18,WBGene00015232
I-5I20,WBGene00015233
I-5I22,WBGene00044321
I-5I23,WBGene00013708
I-5I24,WBGene00015235
I-5J01,WBGene00012317
I-5J02,WBGene00012269
I-5J04,WBGene00002232
I-5J05,WBGene00206528
I-5J06,WBGene00008681
I-5J08,WBGene00005524
I-5J09,WBGene00013178
I-5J09,WBGene00043056
I-5J11,WBGene00013179
I-5J12,WBGene00005523
I-5J14,WBGene00011934
I-5J15,WBGene00014761
I-5J16,WBGene00011935
I-5J17,WBGene00009746
I-5J18,WBGene00011936
I-5J20,WBGene00009409
I-5J21,WBGene00009748
I-5J22,WBGene00009410
I-5J23,WBGene00009749
I-5K02,WBGene00001228
I-5K03,WBGene00013709
I-5K04,WBGene00015236
I-5K06,WBGene00015237
I-5K07,WBGene00013860
I-5K08,WBGene00016386
I-5K08,WBGene00016396
I-5K09,WBGene00003000
I-5K10,WBGene00016387
I-5K12,WBGene00016388
I-5K13,WBGene00007047
I-5K14,WBGene00016389
I-5K15,WBGene00011864
I-5K17,WBGene00011866
I-5K18,WBGene00016391
I-5K20,WBGene00016392
I-5K21,WBGene00013710
I-5K22,WBGene00016393
I-5K23,WBGene00013711
I-5K24,WBGene00016394
I-5L01,WBGene00009750
I-5L04,WBGene00009412
I-5L06,WBGene00009413
I-5L07,WBGene00009461
I-5L09,WBGene00009462
I-5L10,WBGene00009415
I-5L11,WBGene00005710
I-5L12,WBGene00009416
I-5L13,WBGene00009463
I-5L13,WBGene00219287
I-5L14,WBGene00012946
I-5L15,WBGene00009464
I-5L16,WBGene00012946
I-5L17,WBGene00009465
I-5L18,WBGene00006876
I-5L19,WBGene00009466
I-5L20,WBGene00006876
I-5L21,WBGene00009467
I-5L23,WBGene00013181
I-5L24,WBGene00006876
I-5M01,WBGene00013711
I-5M01,WBGene00013712
I-5M02,WBGene00016395
I-5M03,WBGene00013713
I-5M04,WBGene00015017
I-5M06,WBGene00015018
I-5M08,WBGene00004466
I-5M09,WBGene00004476
I-5M10,WBGene00015019
I-5M12,WBGene00015020
I-5M17,WBGene00000148
I-5M18,WBGene00015022
I-5M23,WBGene00013895
I-5M24,WBGene00000912
I-5N01,WBGene00013180
I-5N02,WBGene00011384
I-5N05,WBGene00013184
I-5N07,WBGene00010416
I-5N09,WBGene00000410
I-5N10,WBGene00011388
I-5N11,WBGene00010417
I-5N12,WBGene00086562
I-5N13,WBGene00014807
I-5N14,WBGene00011390
I-5N16,WBGene00012947
I-5N17,WBGene00077770
I-5N19,WBGene00003977
I-5N21,WBGene00010158
I-5N22,WBGene00000415
I-5N23,WBGene00010159
I-5O01,WBGene00009743
I-5O02,WBGene00000912
I-5O03,WBGene00003587
I-5O04,WBGene00018847
I-5O05,WBGene00009744
I-5O06,WBGene00018848
I-5O07,WBGene00003233
I-5O08,WBGene00018849
I-5O09,WBGene00000843
I-5O10,WBGene00018850
I-5O11,WBGene00009112
I-5O12,WBGene00018851
I-5O13,WBGene00003847
I-5O14,WBGene00018852
I-5O15,WBGene00009113
I-5O16,WBGene00016453
I-5O17,WBGene00009114
I-5O18,WBGene00016454
I-5O19,WBGene00013716
I-5O20,WBGene00016455
I-5O21,WBGene00003902
I-5O22,WBGene00016456
I-5O23,WBGene00004444
I-5O24,WBGene00016457
I-5P02,WBGene00000821
I-5P02,WBGene00012957
I-5P03,WBGene00010161
I-5P04,WBGene00012950
I-5P05,WBGene00010160
I-5P06,WBGene00012951
I-5P07,WBGene00000010
I-5P08,WBGene00012952
I-5P10,WBGene00012953
I-5P11,WBGene00013186
I-5P13,WBGene00007766
I-5P14,WBGene00012955
I-5P16,WBGene00001372
I-5P17,WBGene00003664
I-5P18,WBGene00011155
I-5P20,WBGene00011156
I-5P21,WBGene00007768
I-5P22,WBGene00006707
I-5P23,WBGene00007769
I-5P24,WBGene00003123
I-6A01,WBGene00001836
I-6A02,WBGene00011659
I-6A05,WBGene00006958
I-6A07,WBGene00011059
I-6A08,WBGene00001641
I-6A09,WBGene00011060
I-6A10,WBGene00001642
I-6A13,WBGene00013133
I-6A14,WBGene00011780
I-6A15,WBGene00013134
I-6A15,WBGene00044805
I-6A16,WBGene00003667
I-6A17,WBGene00013135
I-6A18,WBGene00011781
I-6A19,WBGene00013136
I-6A20,WBGene00011782
I-6A21,WBGene00013137
I-6A22,WBGene00011783
I-6A24,WBGene00011784
I-6B01,WBGene00005835
I-6B02,WBGene00009695
I-6B04,WBGene00009696
I-6B05,WBGene00006889
I-6B08,WBGene00009698
I-6B09,WBGene00012192
I-6B10,WBGene00006902
I-6B11,WBGene00012193
I-6B12,WBGene00010804
I-6B13,WBGene00012194
I-6B14,WBGene00010805
I-6B15,WBGene00006700
I-6B16,WBGene00010806
I-6B17,WBGene00012195
I-6B18,WBGene00010807
I-6B20,WBGene00006595
I-6B21,WBGene00012196
I-6B22,WBGene00010808
I-6B23,WBGene00000138
I-6B24,WBGene00011431
I-6C02,WBGene00011785
I-6C03,WBGene00000023
I-6C04,WBGene00011786
I-6C05,WBGene00013138
I-6C07,WBGene00010247
I-6C08,WBGene00008470
I-6C09,WBGene00002004
I-6C10,WBGene00008471
I-6C14,WBGene00008473
I-6C15,WBGene00000544
I-6C16,WBGene00008474
I-6C17,WBGene00012959
I-6C18,WBGene00008475
I-6C19,WBGene00012960
I-6C20,WBGene00008476
I-6C21,WBGene00012961
I-6C22,WBGene00008477
I-6C23,WBGene00004509
I-6C24,WBGene00008478
I-6D01,WBGene00007094
I-6D02,WBGene00011432
I-6D04,WBGene00011433
I-6D05,WBGene00012474
I-6D06,WBGene00001555
I-6D07,WBGene00012475
I-6D08,WBGene00011434
I-6D10,WBGene00012343
I-6D11,WBGene00012477
I-6D12,WBGene00004915
I-6D13,WBGene00001746
I-6D14,WBGene00012343
I-6D15,WBGene00003735
I-6D16,WBGene00012344
I-6D17,WBGene00004231
I-6D18,WBGene00012345
I-6D19,WBGene00012478
I-6D20,WBGene00012732
I-6D21,WBGene00012479
I-6D22,WBGene00012733
I-6D23,WBGene00012480
I-6E01,WBGene00005526
I-6E02,WBGene00008479
I-6E03,WBGene00010817
I-6E04,WBGene00003679
I-6E06,WBGene00008289
I-6E07,WBGene00005858
I-6E08,WBGene00008290
I-6E10,WBGene00008291
I-6E11,WBGene00010820
I-6E12,WBGene00008292
I-6E13,WBGene00010821
I-6E14,WBGene00008293
I-6E15,WBGene00010822
I-6E17,WBGene00010820
I-6E17,WBGene00010823
I-6E18,WBGene00008294
I-6E20,WBGene00008295
I-6E22,WBGene00001640
I-6E23,WBGene00005526
I-6E24,WBGene00012102
I-6F01,WBGene00012481
I-6F02,WBGene00012735
I-6F03,WBGene00012482
I-6F05,WBGene00003905
I-6F06,WBGene00007214
I-6F07,WBGene00003905
I-6F08,WBGene00007215
I-6F10,WBGene00007216
I-6F11,WBGene00012483
I-6F12,WBGene00007217
I-6F13,WBGene00012484
I-6F14,WBGene00007218
I-6F17,WBGene00001433
I-6F18,WBGene00012290
I-6F18,WBGene00219206
I-6F19,WBGene00003989
I-6F20,WBGene00044066
I-6F21,WBGene00012486
I-6F22,WBGene00012289
I-6F23,WBGene00012487
I-6F24,WBGene00012738
I-6G01,WBGene00010825
I-6G02,WBGene00012103
I-6G03,WBGene00008870
I-6G05,WBGene00005527
I-6G06,WBGene00012104
I-6G07,WBGene00005529
I-6G08,WBGene00004190
I-6G09,WBGene00005528
I-6G10,WBGene00012105
I-6G12,WBGene00012106
I-6G13,WBGene00007601
I-6G14,WBGene00012107
I-6G15,WBGene00007602
I-6G16,WBGene00010768
I-6G17,WBGene00007603
I-6G18,WBGene00010769
I-6G19,WBGene00011026
I-6G20,WBGene00006829
I-6G21,WBGene00011027
I-6G22,WBGene00010770
I-6G23,WBGene00011028
I-6G24,WBGene00004181
I-6H01,WBGene00008564
I-6H02,WBGene00005010
I-6H03,WBGene00008565
I-6H04,WBGene00012739
I-6H05,WBGene00008566
I-6H06,WBGene00012740
I-6H07,WBGene00008567
I-6H09,WBGene00008568
I-6H10,WBGene00013021
I-6H11,WBGene00006484
I-6H13,WBGene00008130
I-6H14,WBGene00013020
I-6H15,WBGene00008131
I-6H16,WBGene00013020
I-6H17,WBGene00006529
I-6H18,WBGene00013019
I-6H19,WBGene00003948
I-6H21,WBGene00001234
I-6H22,WBGene00013018
I-6H23,WBGene00008132
I-6H24,WBGene00013603
I-6I02,WBGene00012208
I-6I03,WBGene00011030
I-6I04,WBGene00012209
I-6I06,WBGene00012210
I-6I08,WBGene00012211
I-6I09,WBGene00008784
I-6I10,WBGene00012212
I-6I11,WBGene00008785
I-6I12,WBGene00012213
I-6I14,WBGene00012214
I-6I15,WBGene00008787
I-6I16,WBGene00012215
I-6I17,WBGene00003672
I-6I18,WBGene00012216
I-6I19,WBGene00009607
I-6I20,WBGene00008216
I-6I21,WBGene00009608
I-6I22,WBGene00001008
I-6I23,WBGene00009609
I-6I24,WBGene00009359
I-6J01,WBGene00008133
I-6J01,WBGene00008134
I-6J02,WBGene00003585
I-6J03,WBGene00004196
I-6J05,WBGene00003753
I-6J06,WBGene00013604
I-6J07,WBGene00004895
I-6J08,WBGene00013593
I-6J10,WBGene00013593
I-6J11,WBGene00012275
I-6J12,WBGene00044261
I-6J14,WBGene00013594
I-6J15,WBGene00003675
I-6J17,WBGene00012500
I-6J18,WBGene00000089
I-6J19,WBGene00012501
I-6J21,WBGene00012502
I-6J22,WBGene00006936
I-6K01,WBGene00009610
I-6K02,WBGene00009360
I-6K03,WBGene00009611
I-6K05,WBGene00009612
I-6K06,WBGene00009362
I-6K07,WBGene00009613
I-6K08,WBGene00011581
I-6K09,WBGene00009614
I-6K10,WBGene00011582
I-6K11,WBGene00009610
I-6K12,WBGene00011583
I-6K13,WBGene00009616
I-6K14,WBGene00011584
I-6K15,WBGene00010162
I-6K17,WBGene00010163
I-6K18,WBGene00010399
I-6K19,WBGene00010164
I-6K19,WBGene00010165
I-6K21,WBGene00010165
I-6K23,WBGene00010166
I-6L01,WBGene00012504
I-6L02,WBGene00000891
I-6L02,WBGene00001704
I-6L03,WBGene00012505
I-6L03,WBGene00012509
I-6L08,WBGene00013597
I-6L11,WBGene00007655
I-6L12,WBGene00013598
I-6L15,WBGene00044709
I-6L16,WBGene00013599
I-6L16,WBGene00013601
I-6L17,WBGene00007658
I-6L18,WBGene00013601
I-6L19,WBGene00007659
I-6L21,WBGene00007660
I-6L22,WBGene00012386
I-6L24,WBGene00012386
I-6M01,WBGene00010167
I-6M02,WBGene00010419
I-6M03,WBGene00010168
I-6M04,WBGene00010420
I-6M05,WBGene00010169
I-6M06,WBGene00012036
I-6M07,WBGene00010170
I-6M08,WBGene00003578
I-6M09,WBGene00010170
I-6M10,WBGene00003921
I-6M11,WBGene00010171
I-6M12,WBGene00012037
I-6M13,WBGene00010172
