A0FLQ6,O75417
O45431,M0R3G1
O45431,Q99633
O45434,Q8WUA7
O45434,Q9NU19
O45489,Q13516
O45489,Q7RTU3
O45489,Q8NDY6
O45489,Q8NFJ8
Q7YWS9,Q13516
Q7YWS9,Q7RTU3
Q7YWS9,Q8NDY6
Q7YWS9,Q8NFJ8
Q86D08,Q13516
Q86D08,Q7RTU3
Q86D08,Q8NDY6
Q86D08,Q8NFJ8
O45494,Q9BQA5
O45495,Q13404
O45495,Q15819
O45496,Q08257
O45498,O14544
O45499,F8VZW7
O45499,P62854
O45500,Q5T848
O45500,Q6PRD1
O45502,O60884
O45502,P31689
O45502,Q8WW22
O45503,Q13505
O45503,Q5HYI7
O45539,P42685
O45550,Q01658
O45552,P42765
O45577,P33240
O45577,Q9H0L4
O45583,O60547
Q18801,O60547
O45608,Q5VYK3
Q18983,Q5VYK3
O45622,P15170
O45622,Q8IYD1
O45678,Q9BYT1
O45680,Q9NZC7
Q19062,Q9NZC7
Q95QH4,Q9NZC7
Q95QN9,Q9NZC7
Q9UAW2,Q9NZC7
Q9XU55,Q9NZC7
O45686,Q13510
O45691,Q9H4K7
O45707,Q8NFV4
O62202,Q8NFV4
O45718,O00203
O45718,Q13367
O45719,Q13530
O45719,Q96SA4
O45719,Q9NRX5
Q95XV3,Q13530
Q95XV3,Q96SA4
Q95XV3,Q9NRX5
O45730,P33897
O45730,Q9UBJ2
O45734,O60911
O45734,P07711
O45734,P43235
O45757,Q6RFH5
O45782,Q8NCT1
O45782,Q8TBH0
O45782,Q96B67
O45782,Q9H3M7
Q9GYT5,Q8NCT1
Q9GYT5,Q8TBH0
Q9GYT5,Q96B67
Q9GYT5,Q9H3M7
O45784,Q16594
O45784,Q9HBM6
O45797,O95835
O45814,Q9UHJ6
O45830,Q6ZVK8
O45869,Q7L3T8
O45870,O60906
O45876,Q8WW43
O45876,Q96BI3
O45879,Q6UXP7
O45879,Q8WW52
O45903,Q9BV79
O45924,P12694
O45925,Q8N2G6
O45926,P14635
Q10653,P14635
Q9BLB5,P14635
O45933,Q96EE3
O45934,Q6PCE3
O45934,Q96G03
O45935,O95239
O45935,Q2VIQ3
O45946,Q07020
O45947,Q49A17
O45947,Q86SR1
O45948,Q9H1K1
O45962,Q5TC82
O45962,Q9HBD1
O61196,Q8N2H3
O61199,Q02218
O61199,Q9ULD0
O61217,P00491
O61219,P41227
O61219,Q9BSU3
O61235,P04040
Q27487,P04040
Q8MYL7,P04040
O61397,Q86SF2
O61460,O15197
O61460,P21709
O61460,P29317
O61460,P29320
O61460,P29322
O61460,P29323
O61460,P54753
O61460,P54756
O61460,P54760
O61460,P54762
O61460,P54764
O61460,Q15375
O61460,Q5JZY3
O61460,Q9UF33
O61660,Q13472
O61706,Q96MG8
O61706,Q9NV79
O61707,O00268
O61707,Q92750
O61710,Q9NQH7
O61741,Q9Y697
O61742,P55036
O61749,P09132
O61750,P09211
P10299,P09211
P91505,P09211
Q966G8,P09211
Q9N4X8,P09211
O61792,P51665
O61793,Q99470
O61793,Q9HCN8
O61794,Q9UBS9
O61795,Q9Y2M5
O61815,Q9NVP1
O61817,Q12972
O61820,P60228
O61821,Q6SA08
O61821,Q96PF2
O61821,Q96PN8
O61821,Q9BXA6
O61821,Q9BXA7
O62424,Q6SA08
O62424,Q96PF2
O62424,Q96PN8
O62424,Q9BXA6
O62424,Q9BXA7
Q4U220,Q6SA08
Q4U220,Q96PF2
Q4U220,Q96PN8
Q4U220,Q9BXA6
Q4U220,Q9BXA7
O61845,Q3L8U1
O61845,Q8TD26
O61845,Q9HCK8
O61845,Q9P2D1
O61849,Q8NC67
O61849,Q8TDF5
O61851,Q9NU22
O61856,A1L0T0
O61861,O15511
O61861,Q9BPX5
P91167,O15511
P91167,Q9BPX5
O61887,H0YAE9
O61887,O00584
O61900,Q9NXG2
O61902,Q9UKK9
O61903,Q5VTE6
O61903,Q9UNK9
O61907,O94776
O61907,Q13330
O61907,Q9BTC8
G5EE22,P05181
G5EE22,P10632
G5EE22,P10635
G5EE22,P11509
G5EE22,P11712
G5EE22,P20813
G5EE22,P20853
G5EE22,P24903
G5EE22,P33260
G5EE22,P33261
G5EE22,P51589
G5EE22,Q16696
G5EE22,Q6VVX0
G5EE22,Q7Z449
G5EE22,Q8TAV3
G5EE22,Q96SQ9
O16362,P05181
O16362,P10632
O16362,P10635
O16362,P11509
O16362,P11712
O16362,P20813
O16362,P20853
O16362,P24903
O16362,P33260
O16362,P33261
O16362,P51589
O16362,Q16696
O16362,Q6VVX0
O16362,Q7Z449
O16362,Q8TAV3
O16362,Q96SQ9
O16670,P05181
O16670,P10632
O16670,P10635
O16670,P11509
O16670,P11712
O16670,P20813
O16670,P20853
O16670,P24903
O16670,P33260
O16670,P33261
O16670,P51589
O16670,Q16696
O16670,Q6VVX0
O16670,Q7Z449
O16670,Q8TAV3
O16670,Q96SQ9
O16671,P05181
O16671,P10632
O16671,P10635
O16671,P11509
O16671,P11712
O16671,P20813
O16671,P20853
O16671,P24903
O16671,P33260
O16671,P33261
O16671,P51589
O16671,Q16696
O16671,Q6VVX0
O16671,Q7Z449
O16671,Q8TAV3
O16671,Q96SQ9
O44704,P05181
O44704,P10632
O44704,P10635
O44704,P11509
O44704,P11712
O44704,P20813
O44704,P20853
O44704,P24903
O44704,P33260
O44704,P33261
O44704,P51589
O44704,Q16696
O44704,Q6VVX0
O44704,Q7Z449
O44704,Q8TAV3
O44704,Q96SQ9
O45659,P05181
O45659,P10632
O45659,P10635
O45659,P11509
O45659,P11712
O45659,P20813
O45659,P20853
O45659,P24903
O45659,P33260
O45659,P33261
O45659,P51589
O45659,Q16696
O45659,Q6VVX0
O45659,Q7Z449
O45659,Q8TAV3
O45659,Q96SQ9
O61935,P05181
O61935,P10632
O61935,P10635
O61935,P11509
O61935,P11712
O61935,P20813
O61935,P20853
O61935,P24903
O61935,P33260
O61935,P33261
O61935,P51589
O61935,Q16696
O61935,Q6VVX0
O61935,Q7Z449
O61935,Q8TAV3
O61935,Q96SQ9
O61955,A6NMX2
O61955,P06730
O61967,Q14160
O61967,Q9BTT6
O61968,Q5T6J7
O61975,Q96FM1
O61980,O95816
O61985,Q6DKJ4
P91468,Q6DKJ4
P91508,Q6DKJ4
Q21763,Q6DKJ4
Q65ZJ7,Q6DKJ4
O62040,Q9HDC9
O62265,Q9HDC9
O62102,P40306
O62102,Q99436
O62106,P56537
O62108,P57772
O62122,P23434
Q20634,P23434
O62126,Q5BJD5
O62137,Q15067
O62137,Q99424
O62138,Q15067
O62138,Q99424
O62139,Q15067
O62139,Q99424
O62140,Q15067
O62140,Q99424
P34355,Q15067
P34355,Q99424
Q93839,Q15067
Q93839,Q99424
O62144,Q6UX98
O62173,Q96N28
O62173,Q9Y3B1
O62185,Q8IYB3
O62191,Q14667
O62192,Q9BRY0
O62192,Q9NY26
O62193,Q9Y248
O62198,Q6P1S2
O62213,P16989
O62213,P67809
O62213,Q9Y2T7
O62214,Q9H5U6
O62215,O14521
O62216,Q96DB5
O62217,Q9BX63
O62218,Q07864
O62219,Q658Y4
O62234,Q8N0Z2
O62235,Q7Z6E9
Q38G51,Q7Z6E9
O62236,O15400
O62236,Q86Y82
O62245,Q9UQ84
O62246,O14579
O62250,Q9Y3D7
O62251,Q9UI43
O62252,Q9Y3D0
O62255,Q8IU60
O62259,O75840
O62259,O95600
O62259,P57682
O62259,Q13887
O62259,Q99612
O62259,Q9Y4X4
O62263,Q5T011
O62301,Q8ND04
O62325,Q9NW13
O62332,O14787
O62332,Q92973
O62334,P35573
O62336,P14324
O62347,Q9BQT8
O62349,Q12905
O62360,Q5F1R6
O62388,P61927
P49622,P61927
O62425,A0PJY2
O62425,Q8TBJ5
O62444,Q9H3P7
O62446,Q96KR4
O62460,Q63HM1
Q18974,Q63HM1
O62461,P49903
O62461,Q99611
O62477,Q8NI36
O62481,P83111
Q2HQM1,P83111
O62483,Q8N4J0
G5EF50,O43692
G5EF50,P48060
G5EF50,Q6UWM5
G5EF50,Q6UXB8
G5EF50,Q9H0B8
G5EF50,Q9H336
G5EF50,Q9H3Y0
O16575,O43692
O16575,P48060
O16575,Q6UWM5
O16575,Q6UXB8
O16575,Q9H0B8
O16575,Q9H336
O16575,Q9H3Y0
O62507,O43692
O62507,P48060
O62507,Q6UWM5
O62507,Q6UXB8
O62507,Q9H0B8
O62507,Q9H336
O62507,Q9H3Y0
O62508,O43692
O62508,P48060
O62508,Q6UWM5
O62508,Q6UXB8
O62508,Q9H0B8
O62508,Q9H336
O62508,Q9H3Y0
Q18538,O43692
Q18538,P48060
Q18538,Q6UWM5
Q18538,Q6UXB8
Q18538,Q9H0B8
Q18538,Q9H336
Q18538,Q9H3Y0
Q18539,O43692
Q18539,P48060
Q18539,Q6UWM5
Q18539,Q6UXB8
Q18539,Q9H0B8
Q18539,Q9H336
Q18539,Q9H3Y0
Q18540,O43692
Q18540,P48060
Q18540,Q6UWM5
Q18540,Q6UXB8
Q18540,Q9H0B8
Q18540,Q9H336
Q18540,Q9H3Y0
Q18543,O43692
Q18543,P48060
Q18543,Q6UWM5
Q18543,Q6UXB8
Q18543,Q9H0B8
Q18543,Q9H336
Q18543,Q9H3Y0
Q20603,O43692
Q20603,P48060
Q20603,Q6UWM5
Q20603,Q6UXB8
Q20603,Q9H0B8
Q20603,Q9H336
Q20603,Q9H3Y0
Q20608,O43692
Q20608,P48060
Q20608,Q6UWM5
Q20608,Q6UXB8
Q20608,Q9H0B8
Q20608,Q9H336
Q20608,Q9H3Y0
Q20609,O43692
Q20609,P48060
Q20609,Q6UWM5
Q20609,Q6UXB8
Q20609,Q9H0B8
Q20609,Q9H336
Q20609,Q9H3Y0
Q22421,O43692
Q22421,P48060
Q22421,Q6UWM5
Q22421,Q6UXB8
Q22421,Q9H0B8
Q22421,Q9H336
Q22421,Q9H3Y0
Q93444,O43692
Q93444,P48060
Q93444,Q6UWM5
Q93444,Q6UXB8
Q93444,Q9H0B8
Q93444,Q9H336
Q93444,Q9H3Y0
Q93746,O43692
Q93746,P48060
Q93746,Q6UWM5
Q93746,Q6UXB8
Q93746,Q9H0B8
Q93746,Q9H336
Q93746,Q9H3Y0
Q93747,O43692
Q93747,P48060
Q93747,Q6UWM5
Q93747,Q6UXB8
Q93747,Q9H0B8
Q93747,Q9H336
Q93747,Q9H3Y0
Q9N3I3,O43692
Q9N3I3,P48060
Q9N3I3,Q6UWM5
Q9N3I3,Q6UXB8
Q9N3I3,Q9H0B8
Q9N3I3,Q9H336
Q9N3I3,Q9H3Y0
Q9N5N3,O43692
Q9N5N3,P48060
Q9N5N3,Q6UWM5
Q9N5N3,Q6UXB8
Q9N5N3,Q9H0B8
Q9N5N3,Q9H336
Q9N5N3,Q9H3Y0
Q9N5N4,O43692
Q9N5N4,P48060
Q9N5N4,Q6UWM5
Q9N5N4,Q6UXB8
Q9N5N4,Q9H0B8
Q9N5N4,Q9H336
Q9N5N4,Q9H3Y0
O62512,P52888
O62514,O14832
O62515,O14832
O62518,Q96G21
O62519,Q8NFU5
O76258,Q99816
O76337,Q9UBP9
O76360,Q13976
O76365,Q7Z7A3
O76371,P17980
O76373,Q96MI9
O76373,Q9UPW5
O76384,Q96T76
O76387,Q9Y3E5
O76411,P29376
O76411,Q9UM73
O76413,Q9P2W9
O76463,Q86X76
O76512,Q92900
O76577,O00487
O76606,Q13084
O76618,P49589
O76630,Q15006
O76632,P16278
O76632,Q6UWU2
Q27526,P16278
Q27526,Q6UWU2
O76671,Q86XS8
O76671,Q8N7C7
O76671,Q8NC42
O76671,Q8TEB7
O76671,Q8WVZ7
O76671,Q9ULK6
O76687,A0PK00
O76699,Q5PRF9
O76699,Q9UPU9
O76726,Q8IYT2
O76735,O43759
O76835,A0FGR8
O76835,A0FGR9
O76835,Q9BSJ8
O77081,O60507
O77081,O60704
O77469,P23142
O77469,P98095
P02566,A7E2Y1
P02566,P11055
P02566,P12882
P02566,P12883
P02566,P13533
P02566,P13535
P02566,Q9UKX2
P02566,Q9UKX3
P02566,Q9Y2K3
P02566,Q9Y623
P02567,A7E2Y1
P02567,P11055
P02567,P12882
P02567,P12883
P02567,P13533
P02567,P13535
P02567,Q9UKX2
P02567,Q9UKX3
P02567,Q9Y2K3
P02567,Q9Y623
P12844,A7E2Y1
P12844,P11055
P12844,P12882
P12844,P12883
P12844,P13533
P12844,P13535
P12844,Q9UKX2
P12844,Q9UKX3
P12844,Q9Y2K3
P12844,Q9Y623
P12845,A7E2Y1
P12845,P11055
P12845,P12882
P12845,P12883
P12845,P13533
P12845,P13535
P12845,Q9UKX2
P12845,Q9UKX3
P12845,Q9Y2K3
P12845,Q9Y623
Q21000,A7E2Y1
Q21000,P11055
Q21000,P12882
Q21000,P12883
Q21000,P13533
Q21000,P13535
Q21000,Q9UKX2
Q21000,Q9UKX3
Q21000,Q9Y2K3
Q21000,Q9Y623
P03949,P00519
P03949,P42684
P04255,O60814
P04255,P06899
P04255,P23527
P04255,P33778
P04255,P58876
P04255,P62807
P04255,Q16778
P04255,Q5QNW6
P04255,Q8N257
P04255,Q93079
P04255,Q96A08
P04255,Q99877
P04255,Q99879
P04255,Q99880
Q27484,O60814
Q27484,P06899
Q27484,P23527
Q27484,P33778
Q27484,P58876
Q27484,P62807
Q27484,Q16778
Q27484,Q5QNW6
Q27484,Q8N257
Q27484,Q93079
Q27484,Q96A08
Q27484,Q99877
Q27484,Q99879
Q27484,Q99880
Q27876,O60814
Q27876,P06899
Q27876,P23527
Q27876,P33778
Q27876,P58876
Q27876,P62807
Q27876,Q16778
Q27876,Q5QNW6
Q27876,Q8N257
Q27876,Q93079
Q27876,Q96A08
Q27876,Q99877
Q27876,Q99879
Q27876,Q99880
Q27894,O60814
Q27894,P06899
Q27894,P23527
Q27894,P33778
Q27894,P58876
Q27894,P62807
Q27894,Q16778
Q27894,Q5QNW6
Q27894,Q8N257
Q27894,Q93079
Q27894,Q96A08
Q27894,Q99877
Q27894,Q99879
Q27894,Q99880
P04970,P04406
P17329,P04406
P17330,P04406
P17331,P04406
P09446,P08107
P09446,P11142
P09446,P34931
P09446,P54652
P0CG71,P0CG48
P10038,P09016
P10038,P09017
P10038,P09067
P10038,P09629
P10038,P09630
P10038,P17509
P10038,P20719
P10038,P31267
P10038,P31268
P10038,Q00056
P10038,Q00444
P10983,P60709
P10983,P63261
P10984,P60709
P10984,P63261
P10986,P60709
P10986,P63261
P11141,P38646
P13508,P46531
P13508,Q04721
P13508,Q5T1H1
P13508,Q99466
P13508,Q9UM47
P14585,P46531
P14585,Q04721
P14585,Q5T1H1
P14585,Q99466
P14585,Q9UM47
P13528,Q01851
P13528,Q15319
P17139,Q14031
P17140,Q14031
P17221,Q96JP0
P17221,Q9BSK4
P17221,Q9UK73
P17343,P62873
P17343,P62879
P17487,P50219
P17488,P14653
P18334,P19784
P18334,P68400
P19826,P18206
Q8MPS2,P18206
P19974,M0R312
P19974,P99999
Q23240,M0R312
Q23240,P99999
P20154,P48742
P20154,Q9H2C1
P20163,P11021
P27420,P11021
P20268,P20264
P20268,P20265
P20269,Q5SQQ9
P20270,O95231
P20271,Q969G2
P20271,Q9UBR4
P20792,O00238
P20792,P36894
P20792,P36896
P20792,P36897
P20792,Q04771
P20792,Q8NER5
P21137,P17612
P21137,P22612
P21137,P22694
P21541,Q9C0D3
P22980,P13349
P22980,P15172
P22980,P15173
P22980,P23409
P22981,P01111
P22981,P01112
P22981,P01116
P23678,Q12756
P24887,P03886
P24890,P00156
P24891,P00414
P24892,P03905
P24893,P00395
P24894,P00403
P24896,P03915
P25807,P07858
P43509,P07858
P27604,P23526
P27639,P60842
P27639,Q14240
P27798,P27797
P28191,P26045
P28191,P29074
P28515,P23769
P28515,P23771
P28515,P43694
P28515,Q92908
Q3S1J8,P23769
Q3S1J8,P23771
Q3S1J8,P43694
Q3S1J8,Q92908
P28548,P67870
P29355,P62993
P29355,Q13588
P29506,A6NJT0
P29691,P13639
P30625,P10644
P30625,P31321
Q0MQ68,P10644
Q0MQ68,P31321
P30628,Q93050
P30628,Q9HBG4
P30629,Q96C01
P30630,Q5TKA1
P30632,O43681
P30635,Q9NNW7
P30636,Q9H3S4
P30638,Q8N4V2
P30639,Q8TB96
P30640,Q9BRD0
P30642,O15371
P30643,Q96G04
P30645,O00408
P30646,O75191
P30648,P32321
P31161,P04179
P41977,P04179
P32085,P20226
P32085,Q6SJ96
P32740,Q8IW45
P32742,Q14164
Q9U2J3,Q14164
P34183,P12081
P34183,P49590
P34212,A6NH57
P34212,Q96KC2
P34212,Q9Y689
P34254,F8WBC2
P34254,O95050
P34254,P11086
P34254,P40261
Q20308,F8WBC2
Q20308,O95050
Q20308,P11086
Q20308,P40261
P34255,P55084
P34256,Q71RG4
P34256,Q9BVT8
P34258,Q5HYK7
P34260,Q96AX1
P34260,Q9H267
P34264,Q9Y3B7
P34268,Q13045
P34273,Q6PHW0
P34274,O75663
P34280,P55039
P34281,Q96P16
P34281,Q9NQG5
P34283,Q5T8I9
P34284,Q96IG2
P34284,Q9UKC9
P34286,P20618
P34298,Q1HG43
P34298,Q1HG44
P34299,P39086
P34299,P42261
P34299,P42262
P34299,P42263
P34299,P48058
P34299,Q13002
P34299,Q13003
Q10914,P39086
Q10914,P42261
Q10914,P42262
Q10914,P42263
Q10914,P48058
Q10914,Q13002
Q10914,Q13003
P34305,Q8IY37
P34308,A6NHC0
P34308,O14815
P34308,P07384
P34308,P17655
P34308,P20807
P34308,Q6ZSI9
P34308,Q9UMQ6
Q8IAA9,A6NHC0
Q8IAA9,O14815
Q8IAA9,P07384
Q8IAA9,P17655
Q8IAA9,P20807
Q8IAA9,Q6ZSI9
Q8IAA9,Q9UMQ6
Q9N4B1,A6NHC0
Q9N4B1,O14815
Q9N4B1,P07384
Q9N4B1,P17655
Q9N4B1,P20807
Q9N4B1,Q6ZSI9
Q9N4B1,Q9UMQ6
Q9N4B2,A6NHC0
Q9N4B2,O14815
Q9N4B2,P07384
Q9N4B2,P17655
Q9N4B2,P20807
Q9N4B2,Q6ZSI9
Q9N4B2,Q9UMQ6
P34313,P41223
P34314,Q86UE8
P34314,Q9UKI8
Q2XN10,Q86UE8
Q2XN10,Q9UKI8
P34326,P19622
P34326,Q05925
P34329,P13667
P34331,P53350
Q9N2L7,P53350
P34333,O75376
P34334,P46778
P34335,P46019
P34335,P46020
P34339,Q14152
P34342,P46060
P34346,P54819
P34349,Q9Y3A3
P34369,Q6P2Q9
P34378,Q9H0U6
P34379,O75143
P34385,Q9HCC0
P34387,O00115
P34387,Q8WZ79
P34508,O00115
P34508,Q8WZ79
P34388,P82933
P34389,O15118
P34389,Q9UHC9
Q19127,O15118
Q19127,Q9UHC9
P34390,O43822
P34400,Q70E73
P34400,Q7Z5R6
P34409,Q9UBT6
P34413,Q2PZI1
P34413,Q6NUT2
P34416,Q14847
P34420,Q96DF8
P34424,O60563
P34425,O60563
P34426,Q9Y679
P34429,P40937
P34436,Q8IXL7
P34436,Q9Y3D2
P34439,Q16836
P41938,Q16836
P34443,Q15382
P34443,Q8TAI7
P34445,P53365
P34445,P53367
P34446,P06756
P34446,P08514
P34446,P08648
P34446,P53708
P34447,P55197
P34452,Q05C16
P34452,Q9NX38
P34453,P40855
P34454,Q96KC8
P34455,Q99798
P34462,Q9Y5K8
P34465,P49447
P34465,Q53TN4
P34465,Q8NBI2
P34466,O75153
P34471,P49642
Q9TZ34,P49642
P34474,Q01664
P34475,P23258
P34475,Q9NRH3
P34476,Q9Y2S0
P34477,P62253
P34480,Q9Y303
P34498,Q92620
P34501,Q9UGT4
Q21874,Q9UGT4
P34511,Q9H8Y5
P34512,O43739
P34512,Q15438
P34512,Q99418
P34512,Q9UIA0
P34514,Q9UJX6
P34519,P53007
P34522,Q3B8N5
P34522,Q92786
P34524,Q8TDN6
P34525,P61009
P34529,Q9UPY3
P34535,Q6UX01
P34535,Q8WVP7
P34537,O75150
P34537,Q5VTR2
P34540,O60282
P34540,P33176
P34540,Q12840
P34544,Q15047
P34544,Q96T68
P34545,Q09472
P34545,Q92793
P34546,P27449
Q21898,P27449
P34547,O75317
P34547,P62068
P34548,Q9UBV7
P34550,Q9UMZ2
P34552,Q8WUM4
P34556,P06493
P34558,Q8WVC6
P34559,P30084
Q9NEZ8,P30084
P34561,Q5VIR6
P34567,Q13888
P34567,Q6P1K8
P34568,O43791
P34568,Q6IQ16
P34574,P53675
P34574,Q00610
P34575,O75390
P34576,O00339
P34576,O15232
P34576,O95460
P34576,P21941
Q21281,O00339
Q21281,O15232
Q21281,O95460
Q21281,P21941
P34578,O95398
P34578,Q8WZA2
P34579,Q9H598
P34580,Q9H0S4
P34599,O75431
P34600,O75400
P34600,Q6NWY9
P34604,Q14232
P34605,O43617
P34605,Q5T215
P34610,P42785
P34610,Q9UHL4
P34676,P42785
P34676,Q9UHL4
P34617,Q8N442
P34618,Q14781
P34624,Q8N7R7
P34624,Q8ND76
P34629,Q8NDH3
P34630,Q9NTM9
P34631,Q92575
P34638,P20248
P34638,P78396
P34640,Q8NHQ9
P34642,P49458
P34643,E9PK14
P34643,O15027
P34644,Q8NDX2
P34644,Q9P2U7
P34644,Q9P2U8
P34647,Q14566
P34648,Q9BWU0
P34649,O14730
P34650,P34949
P34652,O14967
P34652,P27824
P34653,Q58A45
P34656,Q6NZY4
Q9N457,Q6NZY4
P34657,Q9H8W4
P34659,P62306
P34661,P61960
P34662,P42766
P34664,Q9P0J7
P34666,Q5HYK3
P34668,Q8N8A6
P34669,Q13454
P34669,Q9H0U3
P34670,Q96NC0
P34673,Q6P587
P34678,Q10472
P34678,Q8IUC8
P34683,Q5VYV0
P34683,Q99853
P34684,P09016
P34684,P09017
P34684,P09067
P34684,P09629
P34684,P09630
P34684,P17509
P34684,P20719
P34684,P31267
P34684,P31268
P34684,Q00056
P34684,Q00444
P34685,P47755
P34685,P52907
P34686,P47756
P34692,Q9BSU1
P34693,O00445
P34693,P21579
P34693,Q8N9I0
Q95QH7,O00445
Q95QH7,P21579
Q95QH7,Q8N9I0
P34697,P00441
Q27538,P00441
P34703,Q7KZ85
P34708,P08151
P34708,P10070
P34708,P10071
P34708,Q8NBF1
P34708,Q8NEA6
P34710,O95631
P34714,P09486
P34714,Q14515
P34722,Q04759
P34722,Q05655
P34748,Q9Y3D9
P34766,O14627
P34766,P47902
P34766,Q99626
P34808,O75449
P34808,Q9BW62
P34815,P61764
P34815,Q15833
P34889,P41221
P34889,Q93097
P34889,Q9H1J7
P35129,P61077
P35129,P62837
P35602,Q9BXS5
P35602,Q9Y6Q5
P35603,Q96CW1
P36608,P62166
P37165,P62979
P38433,P06276
P38433,P22303
P39055,P50570
P39055,Q05193
P39055,Q9UQ16
P39745,P27361
P39745,P28482
P40614,Q00325
Q18390,Q00325
Q9XUR1,Q00325
P41779,P40424
P41779,P40425
P41779,P40426
P41779,Q9BYU1
P41828,P35398
P41828,P51449
P41828,Q92753
P41830,P10826
P41830,P22736
P41830,P43354
P41830,Q92570
P41842,Q6P3X3
P41843,Q9BVI4
P41846,Q9HAP2
P41846,Q9NP71
Q8I7I9,Q9HAP2
Q8I7I9,Q9NP71
P41847,Q6FI81
P41877,O60264
P41877,P28370
P41879,O95870
P41879,Q9H3Z7
P41880,Q9H875
P41885,Q14183
P41885,Q14184
P41885,Q9Y2J0
P41931,O14977
P41931,P11926
P41931,Q96A70
P41932,P27348
P41932,P31946
P41932,P63104
Q20655,P27348
Q20655,P31946
Q20655,P63104
P41935,P58304
P41935,Q9NZR4
P41937,P07437
P41937,P68371
P41937,Q13885
P41937,Q9BVA1
P41941,O14653
Q21499,O14653
P41956,Q99643
P41988,P17987
P41992,P53611
P41994,P49247
P41995,Q8N2R0
P41995,Q8TAX0
Q9N5X6,Q8N2R0
Q9N5X6,Q8TAX0
P42000,Q9Y5J1
P42168,P48729
P42168,Q8N752
P42170,P31350
P42170,Q7LG56
P43508,P07858
P43509,P07858
P43510,P07858
Q20950,P07858
Q8MQC6,P07858
P45895,Q8IZ52
P45895,Q9P2E5
P45897,Q13485
Q2L6Y5,Q13485
P45962,Q9BVG8
P45966,Q9BTT4
P45969,Q15435
P45971,P39656
P46502,P43686
P46548,O60551
P46548,P30419
Q95ZN7,O60551
Q95ZN7,P30419
P46549,Q7L7X3
P46549,Q9H2K8
P46549,Q9UL54
P46554,Q9UIC8
P46555,O94923
P46561,P06576
P46562,P49419
P46576,Q9Y512
P46577,Q9HCN4
P46578,Q2KHT3
P46579,Q9UGM6
P46580,O14744
P46581,Q13562
P46581,Q15784
P46581,Q96NK8
P46581,Q9HD90
P46769,A6NE09
P46769,P08865
P46822,E7EVH7
P46822,Q07866
P46822,Q9H0B6
P46822,Q9NSK0
P46873,Q9P2E2
P46941,F8WBX1
P46941,Q53QZ3
P46941,Q6ZUM4
P46941,Q8IWW6
P46941,Q9BRR9
P46975,Q8TCJ2
P47207,P78371
P47208,P50991
P47209,P48643
P47991,Q02878
P48053,Q5JRX3
P48150,P62263
P48152,P23396
P48154,P61247
P48156,P62241
P48158,P62829
P48162,P62750
Q20647,P62750
P48166,H7BZ11
P48166,P83881
P48166,Q969Q0
P48180,P36544
P48180,Q494W8
P91197,P36544
P91197,Q494W8
Q65XS8,P36544
Q65XS8,Q494W8
P48322,Q9NYV6
P48376,Q99807
P48583,O43731
P48583,P24390
P48583,P33947
P48727,P62136
P48996,Q9NTJ3
Q20060,Q9NTJ3
P49029,P61326
P49029,Q96A72
P49041,P46782
P49048,Q92643
P49049,Q8TCT9
P49180,P18077
P49181,Q9Y3U8
P49196,P25398
P49197,P63220
P49391,O60783
P49404,P09001
P49405,P46777
P49583,P49585
P49583,Q9Y5K3
Q8IU09,P49585
Q8IU09,Q9Y5K3
P49594,P49593
P49595,O15355
P49632,P62987
P49713,P04066
P49713,Q9BTY2
P49958,Q9BZG8
P50093,Q99623
P50140,P10809
P50432,P34896
P50432,P34897
P50444,Q9BRX2
P50464,P48059
P50464,Q7Z4I7
P50488,Q13705
Q8ITX8,Q13705
P51403,P15880
P51404,P62277
P51485,P32121
P51485,P36575
P51485,P49407
P51875,P09471
P52009,P30405
P52009,P62937
P52010,P30405
P52010,P62937
P52011,P30405
P52011,P62937
P52015,P30405
P52015,P62937
P52012,Q13356
P52013,P23284
P52013,P45877
P52014,P23284
P52014,P45877
P52016,P30414
P52016,Q13427
P52017,Q9H2H8
P52018,O43447
P52057,O94903
P52166,P49768
P52166,P49810
P52478,P49459
P52478,P63146
P52484,P61086
Q9TZ69,P61086
P52554,O15212
P52652,O75764
P52652,P23193
P52652,Q15560
P52709,A2RTX5
P52709,P26639
Q86D21,A2RTX5
Q86D21,P26639
P52713,Q02252
P52715,P10619
P52717,P10619
P52814,P62891
P52814,Q96EH5
P52819,P35268
P52821,P62851
P52872,P61803
P52874,Q92989
P52879,O15258
P52887,Q9BVK2
P52899,P08559
P52899,P29803
P53015,Q504Q3
P53016,P35249
P53439,O95674
P53439,Q92903
P53489,P61160
P53547,Q15270
P53585,P53396
P90731,P53396
P53588,Q9P2R7
P53589,Q96I99
P53703,P53701
P53795,P49773
P53806,P53805
P53806,Q14206
P53806,Q9UKA8
P53993,Q2TAA5
P54002,Q9H6U8
P54073,Q9H9Y2
P54137,P78549
P54216,P04075
P54216,P05062
P54216,P09972
P54412,E7EMT2
P54412,P26641
P54688,O15382
P54688,P54687
P54811,P55072
P54812,P55072
P54813,Q96TA2
P54815,Q8NBU5
P54816,Q6PL18
P54816,Q9ULI0
P54871,P54868
P54871,Q01581
P54889,P54886
P54936,O14936
P55113,Q6HA08
P55115,Q6HA08
Q19269,Q6HA08
Q20191,Q6HA08
Q9U3S9,Q6HA08
P55113,Q16819
P55113,Q16820
P55115,Q16819
P55115,Q16820
Q19269,Q16819
